yearmonth,volume,population,consumption,inventory,GDP,Emission,3 Month Change,6 Month Change
1987-06-01,248356,242235.1,16829.0,1547.96,8915.903,4775.554086,-14042.0,-10570.0
1987-05-01,258426,242235.1,16026.0,1541.746,8915.903,4775.554086,23546.0,6052.0
1987-04-01,254945,242235.1,16523.0,1539.247,8915.903,4775.554086,-7943.0,-6039.0
1987-03-01,262398,242235.1,16164.0,1556.69,8915.903,4775.554086,3472.0,12555.0
1987-02-01,234880,242235.1,16908.0,1563.37,8915.903,4775.554086,-17494.0,-24700.0
1987-01-01,262888,242235.1,16684.0,1586.013,8915.903,4775.554086,1904.0,-5560.0
1986-12-01,258926,240072.0,17130.0,1592.512,8617.771,4615.664202,9083.0,226.0
1986-11-01,252374,240072.0,16221.0,1612.02,8617.771,4615.664202,-7206.0,-21590.0
1986-10-01,260984,240072.0,16602.0,1610.448,8617.771,4615.664202,-7464.0,-4933.0
1986-09-01,249843,240072.0,15908.0,1617.975,8617.771,4615.664202,-8857.0,-29570.0
1986-08-01,259580,240072.0,16618.0,1582.297,8617.771,4615.664202,-14384.0,2725.0
1986-07-01,268448,240072.0,16306.0,1572.732,8617.771,4615.664202,2531.0,-14800.0
1986-06-01,258700,240072.0,16049.0,1542.893,8617.771,4615.664202,-20713.0,-21216.0
1986-05-01,273964,240072.0,15993.0,1505.822,8617.771,4615.664202,17109.0,6905.0
1986-04-01,265917,240072.0,15944.0,1479.493,8617.771,4615.664202,-17331.0,-12151.0
1986-03-01,279413,240072.0,16276.0,1488.558,8617.771,4615.664202,-503.0,10803.0
1986-02-01,256855,240072.0,16186.0,1513.826,8617.771,4615.664202,-10204.0,-16026.0
1986-01-01,283248,240072.0,16087.0,1535.313,8617.771,4615.664202,5180.0,5838.0
1985-12-01,279916,237880.5,16611.0,1518.769,8329.374,4605.355982,11306.0,9263.0
1985-11-01,267059,237880.5,15502.0,1523.397,8329.374,4605.355982,-5822.0,-16034.0
1985-10-01,278068,237880.5,15943.0,1495.533,8329.374,4605.355982,658.0,6769.0
1985-09-01,268610,237880.5,15098.0,1502.444,8329.374,4605.355982,-2043.0,-13333.0
1985-08-01,272881,237880.5,16060.0,1493.785,8329.374,4605.355982,-10212.0,20186.0
1985-07-01,277410,237880.5,15433.0,1516.302,8329.374,4605.355982,6111.0,6484.0
1985-06-01,270653,237880.5,15482.0,1511.05,8329.374,4605.355982,-11290.0,-5144.0
1985-05-01,283093,237880.5,15503.0,1507.51,8329.374,4605.355982,30398.0,13736.0
1985-04-01,271299,237880.5,15471.0,1473.439,8329.374,4605.355982,373.0,-4776.0
1985-03-01,281943,237880.5,15372.0,1459.514,8329.374,4605.355982,6146.0,12145.0
1985-02-01,252695,237880.5,16121.0,1462.4,8329.374,4605.355982,-16662.0,-20396.0
1985-01-01,270926,237880.5,16109.0,1512.011,8329.374,4605.355982,-5149.0,-4506.0
1984-12-01,275797,235784.7,15375.0,1556.227,7995.96,4612.874432,5999.0,10227.0
1984-11-01,269357,235784.7,15626.0,1556.322,7995.96,4612.874432,-3734.0,-8259.0
1984-10-01,276075,235784.7,15616.0,1543.926,7995.96,4612.874432,643.0,10203.0
1984-09-01,269798,235784.7,15247.0,1512.781,7995.96,4612.874432,4228.0,969.0
1984-08-01,273091,235784.7,16116.0,1497.51,7995.96,4612.874432,-4525.0,15734.0
1984-07-01,275432,235784.7,15497.0,1513.056,7995.96,4612.874432,9560.0,530.0
1984-06-01,265570,235784.7,15708.0,1502.581,7995.96,4612.874432,-3259.0,5277.0
1984-05-01,277616,235784.7,15619.0,1496.197,7995.96,4612.874432,20259.0,14505.0
1984-04-01,265872,235784.7,15568.0,1461.744,7995.96,4612.874432,-9030.0,-6018.0
1984-03-01,268829,235784.7,16050.0,1444.286,7995.96,4612.874432,8536.0,5299.0
1984-02-01,257357,235784.7,15437.0,1463.38,7995.96,4612.874432,-5754.0,-11696.0
1984-01-01,274902,235784.7,16800.0,1429.249,7995.96,4612.874432,3012.0,7185.0
1983-12-01,260293,233730.7,16725.0,1453.637,7456.385,4383.942651,-3237.0,279.0
1983-11-01,263111,233730.7,15499.0,1509.555,7456.385,4383.942651,-5942.0,-4464.0
1983-10-01,271890,233730.7,14962.0,1507.529,7456.385,4383.942651,4173.0,8621.0
1983-09-01,263530,233730.7,15505.0,1485.334,7456.385,4383.942651,3516.0,-6176.0
1983-08-01,269053,233730.7,15480.0,1459.525,7456.385,4383.942651,1478.0,23816.0
1983-07-01,267717,233730.7,15018.0,1426.434,7456.385,4383.942651,4448.0,-1887.0
1983-06-01,260014,233730.7,15288.0,1405.457,7456.385,4383.942651,-9692.0,-6521.0
1983-05-01,267575,233730.7,14504.0,1393.515,7456.385,4383.942651,22338.0,6657.0
1983-04-01,263269,233730.7,14692.0,1374.381,7456.385,4383.942651,-6335.0,-6476.0
1983-03-01,269706,233730.7,15540.0,1371.578,7456.385,4383.942651,3171.0,8678.0
1983-02-01,245237,233730.7,14791.0,1430.259,7456.385,4383.942651,-15681.0,-22406.0
1983-01-01,269604,233730.7,14722.0,1452.48,7456.385,4383.942651,-141.0,1206.0
1982-12-01,266535,231608.6,15487.0,1429.924,7129.566,4404.435525,5507.0,7152.0
1982-11-01,260918,231608.6,15009.0,1455.203,7129.566,4404.435525,-6725.0,-8268.0
1982-10-01,269745,231608.6,14858.0,1432.418,7129.566,4404.435525,1347.0,12007.0
1982-09-01,261028,231608.6,15021.0,1413.964,7129.566,4404.435525,1645.0,-7659.0
1982-08-01,267643,231608.6,14839.0,1408.466,7129.566,4404.435525,-1543.0,23982.0
1982-07-01,268398,231608.6,14820.0,1393.459,7129.566,4404.435525,10660.0,4605.0
1982-06-01,259383,231608.6,14998.0,1360.173,7129.566,4404.435525,-9304.0,-6764.0
1982-05-01,269186,231608.6,14846.0,1346.689,7129.566,4404.435525,25525.0,11607.0
1982-04-01,257738,231608.6,16046.0,1345.55,7129.566,4404.435525,-6055.0,-7712.0
1982-03-01,268687,231608.6,15560.0,1391.947,7129.566,4404.435525,2540.0,10567.0
1982-02-01,243661,231608.6,16001.0,1428.174,7129.566,4404.435525,-13918.0,-22408.0
1982-01-01,263793,231608.6,16122.0,1455.851,7129.566,4404.435525,-1657.0,295.0
1981-12-01,266147,229416.3,16596.0,1483.648,7260.456,4636.632309,8027.0,7288.0
1981-11-01,257579,229416.3,15592.0,1501.479,7260.456,4636.632309,-8490.0,-5962.0
1981-10-01,265450,229416.3,15821.0,1484.763,7260.456,4636.632309,1952.0,8742.0
1981-09-01,258120,229416.3,15654.0,1475.973,7260.456,4636.632309,-739.0,-8883.0
1981-08-01,266069,229416.3,15262.0,1457.183,7260.456,4636.632309,2528.0,25155.0
1981-07-01,263498,229416.3,15682.0,1438.522,7260.456,4636.632309,6790.0,-1238.0
1981-06-01,258859,229416.3,16094.0,1430.193,7260.456,4636.632309,-8144.0,-7918.0
1981-05-01,263541,229416.3,15353.0,1438.344,7260.456,4636.632309,22627.0,8689.0
1981-04-01,256708,229416.3,15349.0,1414.626,7260.456,4636.632309,-8028.0,-7781.0
1981-03-01,267003,229416.3,15906.0,1401.209,7260.456,4636.632309,226.0,8426.0
1981-02-01,240914,229416.3,16988.0,1388.543,7260.456,4636.632309,-13938.0,-19927.0
1981-01-01,264736,229416.3,18429.0,1387.773,7260.456,4636.632309,247.0,-228.0
1980-12-01,266777,227119.2,18410.0,1392.228,7080.755,4756.291608,8200.0,10158.0
1980-11-01,254852,227119.2,16702.0,1432.435,7080.755,4756.291608,-5989.0,-12832.0
1980-10-01,264489,227119.2,16994.0,1429.666,7080.755,4756.291608,-475.0,3948.0
1980-09-01,258577,227119.2,16598.0,1447.157,7080.755,4756.291608,1958.0,-11073.0
1980-08-01,260841,227119.2,15752.0,1448.588,7080.755,4756.291608,-6843.0,8410.0
1980-07-01,264964,227119.2,16007.0,1425.434,7080.755,4756.291608,4423.0,-3976.0
1980-06-01,256619,227119.2,16187.0,1410.936,7080.755,4756.291608,-13031.0,
1980-05-01,267684,227119.2,16237.0,1386.814,7080.755,4756.291608,15253.0,
1980-04-01,260541,227119.2,16784.0,1367.071,7080.755,4756.291608,-8399.0,
1980-03-01,269650,227119.2,17376.0,1347.842,7080.755,4756.291608,,
1980-02-01,252431,227119.2,18817.0,1343.32,7080.755,4756.291608,,
1980-01-01,268940,227119.2,18851.0,1351.169,7080.755,4756.291608,,
